Address (Store1),Address (Store1) - 분할 2,Catrgory Code (Store1),Local Code (Store1),Store Code (Store1),Store Name (Store1)
서울 강동구 고덕로10길 18,강동구,닭요리,(지번) 암사동 462-18,STORE_GD00406,전통춘천닭갈비
서울 강동구 명일로 106-12,강동구,샤브샤브,(지번) 둔촌동 147-5,STORE_GD00407,동촌샤브칼국수 둔촌본점
서울 강동구 양재대로89길 16,강동구,"육류,고기",(지번) 성내동 428-2,STORE_GD00408,탄다타
서울 강동구 고덕로10길 43-3,강동구,"제과,베이커리",(지번) 암사동 465-2,STORE_GD00409,오븐베이크
서울 강동구 올림픽로 689,강동구,중화요리,(지번) 천호동 334-2,STORE_GD00410,리틀차이나
서울 강동구 천중로 200,강동구,피자,(지번) 길동 349-1,STORE_GD00411,도미노피자 길동점
서울 강동구 진황도로 99,강동구,"곱창,막창",(지번) 길동 414-10,STORE_GD00412,별곱창이야기 길동점
서울 광진구 아차산로 478 1층,광진구,"육류,고기",(지번) 구의동 199-15,STORE_GJ00001,광고최원석의돼지한판 광장점
서울 광진구 동일로22길 13 1층,광진구,한정식,(지번) 화양동 44-68,STORE_GJ00002,광고예담밥상
서울 광진구 천호대로 611 1층,광진구,"게,대게",(지번) 중곡동 131-5,STORE_GJ00003,광고크래버 대게나라 광장점
서울 광진구 자양로43길 42 1층,광진구,떡볶이,(지번) 구의동 52-17,STORE_GJ00004,신토불이떡볶이 본점
서울 광진구 자양로 199-1,광진구,냉면,(지번) 구의동 80-47,STORE_GJ00005,서북면옥
서울 광진구 자양로 324 1층,광진구,두부전문점,(지번) 구의동 26-15,STORE_GJ00006,원조할아버지손두부
서울 광진구 능동로32길 6,광진구,일식,(지번) 능동 225-1,STORE_GJ00007,이이요
서울 광진구 아차산로 225 3층,광진구,이탈리안,(지번) 화양동 7-44,STORE_GJ00008,로니로티 건대점
서울 광진구 자양번영로 79,광진구,기사식당,(지번) 자양동 227-138,STORE_GJ00009,송림식당
서울 광진구 아차산로30길 33,광진구,중화요리,(지번) 자양동 6-63,STORE_GJ00010,송화산시도삭면 2호점
서울 광진구 워커힐로 177 워커힐호텔,광진구,피자,(지번) 광장동 5-96,STORE_GJ00011,비스타워커힐서울 피자힐
서울 광진구 아차산로29길 53,광진구,분식,(지번) 화양동 34-5,STORE_GJ00012,아찌떡볶이
서울 광진구 동일로22길 117-27 1~2층,광진구,카페,(지번) 화양동 5-32,STORE_GJ00013,아르무아
서울 광진구 능동로36길 10,광진구,"곱창,막창",(지번) 능동 221-2,STORE_GJ00014,군자대한곱창 본점
서울 광진구 동일로60길 53 천수빌딩 1층,광진구,오리,(지번) 군자동 467-16,STORE_GJ00015,영미오리탕 군자점
서울 광진구 동일로 150,광진구,"매운탕,해물탕",(지번) 화양동 24-44,STORE_GJ00016,남한강민물매운탕
서울 광진구 아차산로31길 40,광진구,카페,(지번) 화양동 11-17,STORE_GJ00017,도우터
서울 광진구 동일로18길 70,광진구,양꼬치,(지번) 자양동 11-2,STORE_GJ00018,송화양꼬치
서울 광진구 자양강변길 277 1층,광진구,카페,(지번) 자양동 589-20,STORE_GJ00019,뚝방길홍차가게
서울 광진구 능동로36길 181,광진구,양식,(지번) 능동 256-8,STORE_GJ00020,멕시칼리
서울 광진구 천호대로 611 1층,광진구,"게,대게",(지번) 중곡동 131-5,STORE_GJ00021,크래버 대게나라 광장점
서울 광진구 능동로13길 39 2층,광진구,"멕시칸,브라질",(지번) 화양동 10-1,STORE_GJ00022,감성타코 건대점
서울 광진구 광나루로19길 9 1층,광진구,조개,(지번) 군자동 373-9,STORE_GJ00023,뱃놈
서울 광진구 능동로 31 1층,광진구,닭요리,(지번) 자양동 553-264,STORE_GJ00024,계탄집 본점
서울 광진구 광나루로 456,광진구,냉면,(지번) 화양동 302-25,STORE_GJ00025,함흥본가면옥 건대점
서울 광진구 자양로43길 43,광진구,떡볶이,(지번) 구의동 53-14,STORE_GJ00026,순금이떡볶이
서울 광진구 광나루로 373 1층,광진구,중화요리,(지번) 군자동 361-32,STORE_GJ00027,빠오즈푸
서울 광진구 광나루로 590 아산빌딩 1층,광진구,중화요리,(지번) 구의동 202-6,STORE_GJ00028,메이탄
서울 광진구 능동로 127 2층,광진구,이탈리안,(지번) 화양동 5-1,STORE_GJ00029,롤링파스타 건대지점
서울 광진구 능동로13길 111,광진구,일식집,(지번) 화양동 31-4,STORE_GJ00030,오코노미야키식당하나
서울 광진구 능동로13길 36,광진구,"초밥,롤",(지번) 화양동 12-36,STORE_GJ00031,호야 본점
서울 광진구 능동로 284,광진구,커피전문점,(지번) 능동 282-1,STORE_GJ00032,체리커피
서울 광진구 아차산로33길 23,광진구,회,(지번) 화양동 8-92,STORE_GJ00033,건대사시미
서울 광진구 능동로 125 2층,광진구,이탈리안,(지번) 화양동 5-3,STORE_GJ00034,마초쉐프 건대점
서울 광진구 천호대로132길 10 1층,광진구,커피전문점,(지번) 구의동 75-26,STORE_GJ00035,안다즈커피
서울 광진구 구의강변로 86 강변리치타워 101호,광진구,"초밥,롤",(지번) 구의동 214-6,STORE_GJ00036,스시텐 강변점
서울 광진구 동일로20길 60 연일빌딩 1층,광진구,"돈까스,우동",(지번) 자양동 10-45,STORE_GJ00037,경양카츠 건대점
서울 광진구 동일로18길 105,광진구,중화요리,(지번) 자양동 5-11,STORE_GJ00038,매화반점 1호점
서울 광진구 능동로 298,광진구,"곱창,막창",(지번) 능동 279-2,STORE_GJ00039,대명소곱창
서울 광진구 능동로 91 2층,광진구,고기뷔페,(지번) 자양동 2-1,STORE_GJ00040,고기대통령 본점
서울 광진구 자양로28길 24,광진구,분식,(지번) 구의동 250-35,STORE_GJ00041,모두랑
서울 광진구 아차산로 375 크레신타워3차 2층,광진구,"해물,생선",(지번) 구의동 246-14,STORE_GJ00042,강릉엄지네꼬막집 구의역점
서울 광진구 아차산로30길 42,광진구,중화요리,(지번) 자양동 9-5,STORE_GJ00043,라화쿵부 건대점
서울 광진구 능동로13길 39 한아름쇼핑센터 1층,광진구,양식,(지번) 화양동 10-1,STORE_GJ00044,민벅 건대점
서울 광진구 아차산로78길 75 현대골든텔2차 106호,광진구,국수,(지번) 광장동 102,STORE_GJ00045,가온
서울 광진구 광나루로 381-1 2층,광진구,떡볶이,(지번) 군자동 361-25,STORE_GJ00046,은혜즉석떡볶이
서울 광진구 능동로 110 2층,광진구,중화요리,(지번) 화양동 4-20,STORE_GJ00047,하이디라오코리아 건대점
서울 광진구 아차산로 478 1층,광진구,"육류,고기",(지번) 구의동 199-15,STORE_GJ00048,최원석의돼지한판 광장점
서울 광진구 아차산로45길 16 1층,광진구,카페,(지번) 자양동 775-10,STORE_GJ00049,비에이치테이블
서울 광진구 능동로 386 1층,광진구,"육류,고기",(지번) 중곡동 31-9,STORE_GJ00050,도톰
서울 광진구 아차산로31길 3,광진구,카페,(지번) 화양동 9-23,STORE_GJ00051,랑데자뷰 건대점
서울 광진구 광나루로17길 14 1층,광진구,"돈까스,우동",(지번) 군자동 373-7,STORE_GJ00052,스위트앤카츠 화양직영점
서울 광진구 능동로13길 23,광진구,커피전문점,(지번) 화양동 11-33,STORE_GJ00053,최가커피
서울 광진구 자양번영로 60-1,광진구,기사식당,(지번) 자양동 611-2,STORE_GJ00054,우성식당
서울 광진구 군자로3길 23,광진구,이탈리안,(지번) 화양동 12-52,STORE_GJ00055,호파스타
서울 광진구 아차산로42길 41-4,광진구,한식,(지번) 자양동 232-4,STORE_GJ00056,민정식당 본점
서울 광진구 천호대로101길 11,광진구,"육류,고기",(지번) 중곡동 612-3,STORE_GJ00057,제주탐하리
서울 광진구 동일로20길 55 1층,광진구,"호프,요리주점",(지번) 자양동 8-10,STORE_GJ00058,어메이징브루잉컴퍼니 건대점
서울 광진구 아차산로31길 16,광진구,"육류,고기",(지번) 화양동 8-37,STORE_GJ00059,화기애애 건대점
서울 광진구 면목로 32 1층,광진구,삼계탕,(지번) 군자동 470-1,STORE_GJ00060,기와집 한방능이백숙명품삼계탕 본점
서울 광진구 동일로18길 61,광진구,중화요리,(지번) 자양동 9-33,STORE_GJ00061,매운향솥 본점
서울 광진구 자양번영로 62 예닮빌딩 1층,광진구,"초밥,롤",(지번) 자양동 611-1,STORE_GJ00062,선남씨
서울 광진구 능동로19길 36 1층,광진구,"육류,고기",(지번) 화양동 111-161,STORE_GJ00063,깍뚝
서울 광진구 용마산로 10 3층,광진구,샤브샤브,(지번) 중곡동 93-2,STORE_GJ00064,소담촌 아차산역점
서울 광진구 뚝섬로31길 59,광진구,양꼬치,(지번) 자양동 4-1,STORE_GJ00065,명봉반점
서울 광진구 능동로 135-2,광진구,일본식라면,(지번) 화양동 3-29,STORE_GJ00066,우마이도 건대점
서울 광진구 아차산로29길 22 2층,광진구,샤브샤브,(지번) 화양동 9-25,STORE_GJ00067,천지샤브샤브 2호점
서울 광진구 능동로11길 10,광진구,카페,(지번) 화양동 5-14,STORE_GJ00068,마우스레빗
서울 광진구 천호대로 591 유신빌딩 1층,광진구,조개,(지번) 중곡동 132-21,STORE_GJ00069,택이네조개전골 군자점
서울 광진구 광장로 83 1층,광진구,"육류,고기",(지번) 광장동 332-5,STORE_GJ00070,서울편백찜 광장점
서울 광진구 워커힐로 177,광진구,"육류,고기",(지번) 광장동 42,STORE_GJ00071,명월관
서울 광진구 군자로3길 27,광진구,베트남음식,(지번) 화양동 12-42,STORE_GJ00072,미분당 건대점
서울 광진구 능동로 278-1 1층,광진구,분식,(지번) 능동 282-3,STORE_GJ00073,이화만두
서울 광진구 동일로22길 117-11,광진구,"호프,요리주점",(지번) 화양동 5-67,STORE_GJ00074,W
서울 광진구 능동로 153 1층,광진구,디저트카페,(지번) 화양동 2-23,STORE_GJ00075,아오스요거트
서울 광진구 아차산로62길 14-4,광진구,양식,(지번) 구의동 218-10,STORE_GJ00076,도치피자 강변점
서울 광진구 아차산로31길 9,광진구,감자탕,(지번) 화양동 9-22,STORE_GJ00077,돕
서울 광진구 구의강변로 85 3층,광진구,양식,(지번) 구의동 217-15,STORE_GJ00078,어반나이프 강변점
서울 광진구 면목로 22-1 1층,광진구,"돈까스,우동",(지번) 군자동 49-26,STORE_GJ00079,마리모
서울 광진구 능동로 282 1층,광진구,이탈리안,(지번) 능동 282-2,STORE_GJ00080,잉글사이드 군자본점
서울 광진구 능동로13길 21 1층,광진구,"제과,베이커리",(지번) 화양동 11-30,STORE_GJ00081,릴리베이커리
서울 광진구 천호대로110길 8-10,광진구,샤브샤브,(지번) 능동 220-2,STORE_GJ00082,천미천훠궈
서울 광진구 광나루로 404 3층,광진구,애견카페,(지번) 화양동 111-72,STORE_GJ00083,카페히릿
서울 광진구 군자동 362-1 1층,광진구,중화요리,,STORE_GJ00084,미식반점
서울 광진구 자양로53길 69,광진구,"제과,베이커리",(지번) 중곡동 97-1,STORE_GJ00085,메종드타르트
서울 광진구 아차산로25길 13,광진구,"호프,요리주점",(지번) 화양동 45-82,STORE_GJ00086,역전할머니맥주 건대점
서울 광진구 군자로 139 1층,광진구,디저트카페,(지번) 군자동 64-21,STORE_GJ00087,그리네
서울 광진구 능동로38길 32 1층,광진구,일식,(지번) 중곡동 341-26,STORE_GJ00088,텐동한
서울 광진구 천호대로 650,광진구,일식,(지번) 능동 256-4,STORE_GJ00089,소바쿠
서울 광진구 능동로 237 1층,광진구,양식,(지번) 군자동 249,STORE_GJ00090,바나나토크라운지
서울 광진구 아차산로 471 CS프라자빌딩 1층,광진구,"육류,고기",(지번) 구의동 212-3,STORE_GJ00091,고고기
서울 광진구 자양번영로 28,광진구,갈비,(지번) 자양2동 601-5,STORE_GJ00092,소문난숯불구이
서울 광진구 천호대로127길 44,광진구,커피전문점,(지번) 중곡동 111-2,STORE_GJ00093,시드누아 중곡센터점
서울 광진구 긴고랑로 17-1,광진구,기사식당,(지번) 중곡동 239-82,STORE_GJ00094,뽀빠이기사식당
서울 광진구 능동로 173,광진구,"족발,보쌈",(지번) 화양동 111-119,STORE_GJ00095,마당족발
서울 광진구 아차산로31길 9-1 2층,광진구,갈비,(지번) 화양동 9-19,STORE_GJ00096,소신이쏘 건대점
서울 광진구 능동로36길 16,광진구,"곱창,막창",(지번) 능동 223-2,STORE_GJ00097,세광양대창 군자점
서울 광진구 동일로22길 117-26,광진구,커피전문점,(지번) 화양동 5-40,STORE_GJ00098,커피나무 건대입구역점
서울 광진구 자양로43길 7 1층,광진구,"육류,고기",(지번) 구의동 54-16,STORE_GJ00099,정성육회 서울직영점
서울 광진구 아차산로33길 28-4,광진구,"호프,요리주점",(지번) 화양동 5-59,STORE_GJ00100,조선주막 건대점
서울 광진구 아차산로49길 30,광진구,"해물,생선",(지번) 구의동 252-88,STORE_GJ00101,고향집
서울 광진구 아차산로49길 21,광진구,한정식,(지번) 구의동 252-19,STORE_GJ00102,일송정
서울 광진구 능동로36길 13 1층,광진구,"족발,보쌈",(지번) 능동 220-12,STORE_GJ00103,돈수작 능동본점
서울 광진구 구의로 17,광진구,조개,(지번) 구의동 221-81,STORE_GJ00104,찌마기 구의점
서울 광진구 아차산로33길 43,광진구,닭요리,(지번) 화양동 8-1,STORE_GJ00105,사거리식당 건대직영점
서울 광진구 긴고랑로 93,광진구,장어,(지번) 중곡동 150-179,STORE_GJ00106,임진강
서울 광진구 능동로 92 스타시티몰 스타존 2층,광진구,패밀리레스토랑,(지번) 자양동 227-342,STORE_GJ00107,아웃백스테이크하우스 건대스타시티점
서울 광진구 뚝섬로 599,광진구,"제과,베이커리",(지번) 자양동 609-6,STORE_GJ00108,뺑드램
서울 광진구 능동로13길 65 2층,광진구,"제과,베이커리",(지번) 화양동 33-43,STORE_GJ00109,그자체베이커리 2호점
"서울 광진구 아차산로31길 20 2, 3층",광진구,북카페,(지번) 화양동 8-43,STORE_GJ00110,북카페세모
서울 광진구 아차산로33길 35,광진구,피자,(지번) 화양동 8-4,STORE_GJ00111,엘루이피자&펍 건대점
서울 광진구 자양로18길 12,광진구,"육류,고기",(지번) 구의동 246-33,STORE_GJ00112,당산오돌 구의역점
서울 광진구 동일로22길 54,광진구,한정식,(지번) 화양동 48-19,STORE_GJ00113,니집안방
서울 광진구 천호대로102길 7 1층,광진구,일식,(지번) 군자동 466-2,STORE_GJ00114,요마시
서울 광진구 동일로22길 117-14,광진구,일본식라면,(지번) 화양동 5-105,STORE_GJ00115,부탄츄 건대점
서울 광진구 능동로 111 2층,광진구,카페,(지번) 화양동 5-106,STORE_GJ00116,오페뜨 건대점
서울 광진구 광장로1나길 10,광진구,"해물,생선",(지번) 광장동 393-21,STORE_GJ00117,어울림
서울 광진구 아차산로34길 26,광진구,순대,(지번) 자양동 5-56,STORE_GJ00118,고흥순대국 건국대본점
서울 광진구 아차산로 358 1층,광진구,삼계탕,(지번) 자양동 219-7,STORE_GJ00119,일품대가삼계탕
서울 광진구 능동로 270 윤중빌딩 1층,광진구,냉면,(지번) 능동 283-7,STORE_GJ00120,소사면옥
서울 광진구 아차산로33길 16-2,광진구,삼겹살,(지번) 화양동 5-71,STORE_GJ00121,영동교집
서울 광진구 아차산로31길 39,광진구,"곱창,막창",(지번) 화양동 10-8,STORE_GJ00122,신사소곱창 건대점
서울 광진구 면목로 34,광진구,회,(지번) 군자동 471-4,STORE_GJ00123,오징어상미수산
서울 광진구 동일로18길 22,광진구,중식,(지번) 자양동 12-5,STORE_GJ00124,봉자마라탕
서울 광진구 천호대로 694,광진구,국수,(지번) 구의동 73-5,STORE_GJ00125,망향비빔국수 광진점
